N° artículo en tienda,EAN / GTIN / código barras,Número del fabricante (HAN/MPN),Fabricante / Marca,Nombre del producto,Precio,Precio especial,Precio original,Plazo de entrega,Categoría del producto en la tienda,Descripción del producto,Características del producto / Otros atributos,URL del producto,URLimagen_1,URLimagen_2,URLimagen_3,Color,Talla,Transferencia,Transferencia / Paypal Austria,Tarjeta de crédito,Paypal,Sofortüberweisung,Domiciliación,Reembolso,Comentario sobre los gastos de envío,Precio base,Cupón de descuento,Clase de eficiencia energética,Unidades
PH0120B,,PH0120B,EISCO - Electronic Instrumentation,Cilindro de arquimedes,31.81,,31.81,1 - 14 días,Cilindros,"<h2>Cilindro de Arquimedes</h2>
<p>Fabricado em alumínio.</p>
<h3>Dimensões</h3>
<ul>
<li>6 a 16 cm</li>
</ul>","Fluidos e Gases, Física",https://abcescolar.pt/es/products/cilindro-de-arquimedes,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Cilindro-de-Arquimedes-fisica-abc-escolar.jpg?v=1619477898,,,,N/A,,,,,,,,4.5 €,31.81,,,1
PH0341B,,PH0341B,EISCO - Electronic Instrumentation,Cilindro inclinado,23.32,,23.32,1 - 14 días,Cilindros,"<h2>Cilindro para plano inclinado</h2>
<p>Cilindros de metal, com rolamentos cónicos montados em estrutura de metal com gancho.</p>
<h3>Características</h3>
<ul>
<li>
<strong>Peso</strong>: 400 g;</li>
<li>
<strong>Dimensões</strong>: 7 cm largura, Ø 5 cm.</li>
</ul>","Dinâmica, Física, Mecânica",https://abcescolar.pt/es/products/cilindro-para-plano-inclinado,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Cilindro-para-plano-inclinado2-fisica-abc-escolar.jpg?v=1619477902,,,,N/A,,,,,,,,4.5 €,23.32,,,3
PH1128N8-A,,PH1128N8-A,EISCO - Electronic Instrumentation,"Circuito de lámpara en serie y paralelo, en la base",70.02,,70.02,1 - 14 días,Circuitos,"<p>Pode ser facilmente montado e desmontado.</p>
<h3>Inclui<br>
</h3>
<ul>
<li>base resistente;</li>
<li>8 barras de metal destacáveis;</li>
<li>10 parafusos.</li>
</ul>
<p>Fornecido com manual de instruções.</p>","Electricidade, Física, Lâmpadas e suportes",https://abcescolar.pt/es/products/circuito-de-lampadas-em-serie-e-em-paralelo-sobre-base,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Circuito-de-lampadas-em-serie-e-em-paralelo-sobre-base-fisica-abc-escolar.jpg?v=1619608171,,,,N/A,,,,,,,,4.5 €,70.02,,,1
103395,,103395,Opitec España S.L.,Circuito eléctrico,21.89,,21.89,1 - 14 días,Circuito,"Circuito eléctrico doméstico
Circuito eléctrico doméstico, maquete que demonstra a construção fácil e prática da instalação elétrica de uma casa. Este conjunto vem completo. Uma construção fácil e prática da instalação elétrica de uma casa.  A distribuição da casa pode ser feita por cada usuário ao gosto pessoal. Completo com lâmpadas, cabos, porta-lâmpadas, placas de cobre e materiais de fixação para a criação livre da instalação. Modelos com simbologia do mobiliário e as paredes de separação também são acompanhados.

Não inclui bateria de 4, 5 V.

 
Características:



Idade recomendada:
12+


Tempo de construção:
6-7 h.


Ferramentas:




Medidas: 400 x 300 mm.

 ","1º Ciclo, Conjuntos, KuantoKusta, STEAM",https://abcescolar.pt/es/products/circuito-electrico,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/circuito-electrico-domestico.jpg?v=1619624689,,,,N/A,,,,,,,,4.5 €,21.89,,,3
22200014,22200014,22200014,"Shenzhen KEYES DIY Robot co., Ltd (Keyestudio)",Circuito integrado 74HC595N,0.13,,0.13,1 - 14 días,,<p>Circuito integrado 74HC595N</p>,"ABC Robótica, Circuitos integrados, Elétronica",https://abcescolar.pt/es/products/circuito-integrado-74hc595n,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/circuito-integrado-74hc595n.jpg?v=1665666563,,,,N/A,,,,,,,,4.5 €,0.13,,,43
22200028,22200028,22200028,"Shenzhen KEYES DIY Robot co., Ltd (Keyestudio)",Circuito integrado ATMEGA 328P Microcontrolador,2.83,,2.83,1 - 14 días,,"<p>Este microcontrolador é fornecido fora de uma placa Arduino e já vem com o Bootloader pré-instalado, sendo compatível com o Arduino UNO.</p>","ABC Robótica, Circuitos integrados, Elétronica",https://abcescolar.pt/es/products/circuito-integrado-atmega-328p-microcontrolador,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/circuito-integrado-atmega-328p-microcontrolador.jpg?v=1665666574,,,,N/A,,,,,,,,4.5 €,2.83,,,73
22200078,22200078,22200078,"Shenzhen KEYES DIY Robot co., Ltd (Keyestudio)",Circuito integrado NE555 CI (temporizador de precisión),0.07,,0.07,1 - 14 días,,"<p>O circuito intregrado NE555 é um componente usado para produzir oscilações ou intervalos de tempo com precisão, sendo um componente muito comum em circuitos eletrónicos. O CI NE555 é um excelente timer que encontra aplicações em sistemas de alarme, automação residencial, automóveis, biometria, leitores RFID e vários outros circuitos, sendo um dos componentes mais versáteis da área electrónica.</p>","ABC Robótica, Circuitos integrados, Elétronica",https://abcescolar.pt/es/products/circuito-integrado-ne555-ci-temporizador-de-precisao,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/circuito-integrado-ne555-ci-temporizador-de-precisao.jpg?v=1665666583,,,,N/A,,,,,,,,4.5 €,0.07,,,57
KS0323,KS0323,KS0323,"Shenzhen KEYES DIY Robot co., Ltd (Keyestudio)",Arduino Mega 2560 (10 pcs) Circuitos Arduino,15.55,,15.55,1 - 14 días,,"<p>Conjunto de 10 Circuitos de Prototipagem para utilizar em conjunto com a placa MEGA 2560.<br> <br> Depois de soldar os conectores de pinos nos orifícios de 2,54 mm da placa de circuito impresso, é possível conectá-la perfeitamente a uma placa MEGA 2560. Inclui quatro orifícios fixos de 3 mm para facilitar a fixação.<br> <br> Além disso, é possível soldar diretamente outros componentes nos orifícios da placa de circuito impresso para concluir vários circuitos de protótipo.</p>
<h3>Características</h3>
<p>PCB duplo de alta qualidade<br> Todos os furos são revestidos<br> Material: FR-4 PCB de alta qualidade<br> Profundidade do furo: 2.54mm<br> Diâmetro do furo: 1.0mm<br> Quantidade: 10 peças</p>","ABC Robótica, breadboards, PCB, Prototipagem e Robótica",https://abcescolar.pt/es/products/circuitos-de-prototipagem-para-arduino-mega-2560-10-pcs,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/circuitos-de-prototipagem-para-arguino-mega-2560-10-pcs_2e23e728-c3d4-4501-bf77-873b8ad360d2.jpg?v=1665666603,,,,N/A,,,,,,,,4.5 €,15.55,,,4
KS0322,KS0322,KS0322,"Shenzhen KEYES DIY Robot co., Ltd (Keyestudio)",Circuitos de creación de prototipos para Arduino Uno R3 (10 PC),11.68,,11.68,1 - 14 días,,"<p>Conjunto de 10 Circuitos de Prototipagem para utilizar em conjunto com a placa Arduino UNO R3.<br> <br> Depois de soldar os conectores de pinos nos orifícios de 2,54 mm da placa de circuito impresso, é possível conectá-la perfeitamente a uma placa UNO R3. Inclui quatro orifícios fixos de 3 mm para facilitar a fixação.<br> <br> Além disso, é possível soldar diretamente outros componentes nos orifícios da placa de circuito impresso para concluir vários circuitos de protótipo.</p>
<h3>Características<br>
</h3>
<p>PCB duplo de alta qualidade<br> Todos os furos são revestidos<br> Material: FR-4 PCB de alta qualidade<br> Profundidade do furo: 2.54mm<br> Diâmetro do furo: 1.0mm<br> Quantidade: 10 peças</p>","ABC Robótica, breadboards, Prototipagem e Robótica",https://abcescolar.pt/es/products/circuitos-de-prototipagem-para-arduino-uno-r3-10-pcs,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Circuitos-de-Prototipagem-para-Arduino-UNO-R3_ef25c7c5-2ef7-4495-93aa-643202b821d6.jpg?v=1665666592,,,,N/A,,,,,,,,4.5 €,11.68,,,2
141121.1210,SR092.500G,141121.1210,Sordalab,Cloruro amónico,10.33,,10.33,1 - 14 días,Cloreto,"<p>Fórmula : H<sub>4</sub>ClN<br> Peso molecular : 53, 49 g/mol<br> Número CAS : 12125-02-9<br> Número CE : 235-186-4</p>
  <p>Especificação :<br> Aspecto : poudre blanche<br> Pureza mínima : 99%<br> Ponto de fusão : 340°C<br> Densidade : 1, 526 g/cm3 à 20°C<br> Solubilidade em H2O : 372 g/L (20°C)</p>
  <p><a href=""https://cdn.shopify.com/s/files/1/0555/4277/5963/files/141121.1211.pdf?v=1621009006"" target=""_blank"" title=""Ficha de segurança"" rel=""noopener noreferrer""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0555/4277/5963/files/ficha-seguranca_240x240.png?v=1621009674"" data-mce-selected=""1""></a></p>","C, Reagentes",https://abcescolar.pt/es/products/cloreto-amonio,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/woocommerce-placeholder_e458d462-1f1e-47b0-814f-bd0750843ffb.png?v=1619618370,,,,N/A,,,,,,,,4.5 €,10.33,,,2
141182.250G,ST017.250G,141182.250G,Sordalab,Cloruro de bario (2H2O),9.99,,9.99,1 - 14 días,Cloreto,"<p>Fórmula : BaCl<sub>2</sub>, 2H<sub>2</sub>O<br>
  Peso molecular : 244, 26 g/mol<br>
  Número CAS : 10326-27-9<br>
  Número CE : 233-788-1</p>
  
  <p>Especificação :<br>
  Aspecto : poudre blanche<br>
  Pureza mínima : 99%<br>
  Ponto de fusão : 960°C<br>
  Ponto de ebulição : 1560°C<br>
  Densidade : 3, 100 g/cm3 à 20°C<br>
  Solubilidade em H2O : 357 g/L (20°C)</p>","C, Reagentes",https://abcescolar.pt/es/products/cloreto-bario-2h2o,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/woocommerce-placeholder_141bf832-4797-4ef2-a692-774d5c1e2b88.png?v=1619618373,,,,N/A,,,,,,,,4.5 €,9.99,,,1
141232.250G,SR132.250G,141232.250G,Sordalab,Cloruro de calcio (2H2O),10.57,,10.57,1 - 14 días,Cloreto,"<p>Fórmula : CaCl<sub>2</sub>, 2H<sub>2</sub>O<br> Peso molecular : 147, 01 g/mol<br> Número CAS : 10035-04-8<br> Número CE : 233-140-8</p>
<p>Especificação :<br> Aspecto : cristaux blancs<br> Pureza mínima : 99%<br> Ponto de fusão : 176°C<br> Densidade : 1, 850 g/cm3 à 20°C<br> Solubilidade em H2O : 1000 g/L (0°C)</p>","C, Reagentes",https://abcescolar.pt/es/products/cloreto-calcio-2h2o,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/woocommerce-placeholder_92c8e76e-3342-405e-9ed3-aaffb93c52df.png?v=1619618273,,,,N/A,,,,,,,,4.5 €,10.57,,,3
211221.250G,SR131.250G,211221.250G,Sordalab,Cloruro de calcio,7.82,,7.82,1 - 14 días,Cloreto,"<p>Fórmula : CaCl<sub>2</sub><br>
  Peso molecular : 110, 98 g/mol<br>
  Número CAS : 10043-52-4<br>
  Número CE : 233-140-8</p>
  
  <p>Especificação :<br>
  Aspecto : poudre ou morceaux blancs<br>
  Pureza mínima : 96%<br>
  Ponto de fusão : 772°C<br>
  Ponto de ebulição : 1600°C<br>
  Densidade : 2, 174 g/cm3 à 20°C<br>
  Solubilidade em H2O : 740 g/L (20°C)</p>","C, Reagentes",https://abcescolar.pt/es/products/cloreto-calcio-anidro,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/woocommerce-placeholder_536e5ed4-d3cb-4323-abb1-38bf3cc5e1cb.png?v=1619618376,,,,N/A,,,,,,,,4.5 €,7.82,,,1
141264.100G,SA070.100G,141264.100G,Sordalab,Cloruro de cobre II (2H2O),8.89,,8.89,1 - 14 días,Cloreto,"<p>Fórmula : CuCl<sub>2</sub>, 2H<sub>2</sub>O<br>
  Peso molecular : 170, 48 g/mol<br>
  Número CAS : 10125-13-0<br>
  Número CE : 231-210-2</p>
  
  <p>Especificação :<br>
  Aspecto : cristaux verts<br>
  Pureza mínima : 99%<br>
  Ponto de fusão : 100°C - dec.<br>
  Densidade : 2, 510 g/cm3 à 25°C<br>
  Solubilidade em H2O : 1150 g/L (20°C)</p>","C, Reagentes",https://abcescolar.pt/es/products/cloreto-cobre-ii-2h2o,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/woocommerce-placeholder_f9a0e865-5122-4cf5-8fa1-e2d7adc4a58e.png?v=1619618961,,,,N/A,,,,,,,,4.5 €,8.89,,,1
141868.100G,SA074.100G,141868.100G,Sordalab,Cloruro de hierro II (4H2O),23.42,,23.42,1 - 14 días,Cloreto,"<p>Sinónimo : Chlorure ferreux<br> Fórmula : FeCl<sub>2</sub>, 4H<sub>2</sub>O<br> Peso molecular : 198, 81 g/mol<br> Número CAS : 13478-10-9<br> Número CE : 231-843-4</p>
<p>Especificação :<br> Aspecto : poudre verte<br> Pureza mínima : 98%<br> Ponto de fusão : 105-110°C<br> Densidade : 1, 93 g/cm3 à 20°C<br> Solubilidade em H2O : 1600 g/L (10°C)</p>","C, Reagentes",https://abcescolar.pt/es/products/cloreto-ferro-ii-4h2o,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/woocommerce-placeholder_bf9e7b67-490f-412b-948f-5ef501448319.png?v=1619619113,,,,N/A,,,,,,,,4.5 €,23.42,,,2
141659.1210,SR284.500G,141659.1210,Sordalab,Cloruro de sodio,7.52,,7.52,1 - 14 días,Cloreto,"<p>Fórmula : NaCl<br>
  Peso molecular : 58, 44 g/mol<br>
  Número CAS : 7647-14-5<br>
  Número CE : 231-598-3</p>
  
  <p>Especificação :<br>
  Aspecto : cristaux incolore<br>
  Pureza mínima : 99%<br>
  Ponto de fusão : 801°C<br>
  Ponto de ebulição : 1413°C<br>
  Densidade : 2, 160 g/cm3 à 20°C<br>
  Solubilidade em H2O : 358 g/L (20°C)</p>","C, Reagentes",https://abcescolar.pt/es/products/cloreto-sodio,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/woocommerce-placeholder_abb02b7c-56c2-4a91-b907-b9f6575f7eb3.png?v=1619618606,,,,N/A,,,,,,,,4.5 €,7.52,,,2
NS0809,NS0809,NS0809,Nowa Szkola,Pegamento de vinilo,6.64,,6.64,1 - 14 días,Cola,"<h2>Cola vinílica<br>
</h2>
<p>Cola vinílica ideal para utilização em contexto escolar. Excelente adesivo para papel, papelão, lenço de papel, madeira, etc. Seguro para crianças !!! Responde às normas europeias de segurança.<br></p>
<h3>Características</h3>
<ul>
<li>Capacidades disponíveis: 0, 5 litros e 1 litro</li>
</ul>","Artes plásticas, Material de desgaste, Pré-Escolar, Regresso às aulas",https://abcescolar.pt/es/products/cola-vinilica,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Cola-vinilica-pre-escolar-abcescolar-1.jpg?v=1619604245,,,,N/A,,,,,,,,4.5 €,6.64,,,1
NS1648,NS1648,NS1648,Nowa Szkola,Colcha para Qatre Kiddy,18.35,,18.35,1 - 14 días,Colcha,"<p>Colcha para <a href=""https://abcescolar.pt/products/catre-empilhavel-azul"" target=""_blank"">catre</a> Kiddy fabricada com material de alta qualidade e 100% poliéster. Especialmente concebido para utilização em Catre Kiddy.</p>
<p>Este edredon é lavável a uma temperatura de 30º.</p>
<h1>Características</h1>
<ul>
<li>Dimensões da colcha: 67 x 136 cm</li>
<li>Cor branca</li>
<li>100% poliéster</li>
</ul>","Descanso, KuantoKusta, Pré-Escolar",https://abcescolar.pt/es/products/colcha-para-catre-kiddy,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Colcha-para-catre-Kiddy-pre-escolar-abcescolar-1.jpg?v=1624296021,,,,N/A,,,,,,,,4.5 €,18.35,,,5
PT2SCO,,PT2SCO,EISCO - Electronic Instrumentation,Colisión a dos dimensiones visuales científicas,33.96,,33.96,1 - 14 días,Colisão,"<h2><span>Colisão a duas dimensões Visual Scientifics</span></h2>
<p><span>Este kit inclui componentes necessários para o experimento Colisão a 2D da Visual Scientifics.<span> </span></span></p>
<p><span>O manual de laboratório e a planilha do aluno incluídos descrevem experimentos úteis para demonstrar conservação de energia, momento e colisões elásticas.<span> </span></span></p>
<p><span>O manual inclui recursos para os instrutores ajudarem no planejamento das aulas e ajudarem os alunos a realizar os experimentos.<span> </span></span></p>
<h3>Inclui</h3>
<ul>
<li>1 rampa;</li>
<li>2 esferas;</li>
<li>1 plataforma rotativa;</li>
<li>1 base de fixação.</li>
</ul>
<p>Necessita de ref. <a href=""https://abcescolar.pt/products/base-visual-scientifics?_pos=1&amp;_sid=1782a02fb&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">PTBASE</a>, vendido separadamente.</p>","Física, Mecânica, Visual Scientifics",https://abcescolar.pt/es/products/colisao-a-duas-dimensoes-visual-scientifics,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Colisao-a-duas-dimensoes-Visual-Scientifics-fisica-abc-escolar.jpg?v=1619477928,,,,N/A,,,,,,,,6.99 €,33.96,,,4
705,,705,ABC Escolar,Tren de alta velocidad,49.99,,49.99,1 - 14 días,Brinquedos,"<p><strong>Conteúdo</strong>:</p>
<ul>
<li><span lang=""pt"" class=""Y2IQFc"">1 Locomotiva com luz e motor </span></li>
<li><span lang=""pt"" class=""Y2IQFc"">2 vagões </span></li>
<li><span lang=""pt"" class=""Y2IQFc"">1 locomotiva de cauda (sem motor) </span></li>
<li><span lang=""pt"" class=""Y2IQFc"">11 faixas retas </span></li>
<li><span lang=""pt"" class=""Y2IQFc"">16 trilhas curvas </span></li>
<li><span lang=""pt"" class=""Y2IQFc"">1 trilho </span></li>
<li><span lang=""pt"" class=""Y2IQFc"">1 folha de estação e túnel </span></li>
<li><span lang=""pt"" class=""Y2IQFc"">1 ficha de personagem </span></li>
<li><span lang=""pt"" class=""Y2IQFc"">10 bases de caracteres</span></li>
</ul>
<p> </p>","1º Ciclo, jogo, Jogos",https://abcescolar.pt/es/products/comboio-de-alta-velocidade,https://cdn.shopify.com/s/files/1/0555/4277/5963/files/Ref.705EstucheA.jpg?v=1714743569,,,,N/A,,,,,,,,6.99 €,49.99,,,1
